Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.6001,0.0024,0.574
Layer 1,1,0.5937,0.0055,0.5843
Layer 2,2,0.586,0.0078,0.5806
Layer 3,3,0.5815,0.0034,0.5777
Layer 4,4,0.5761,0.0058,0.573
Layer 5,5,0.584,0.0078,0.5817
Layer 6,6,0.5838,0.0079,0.5821
Layer 7,7,0.587,0.0172,0.5855
Layer 8,8,0.5909,0.0105,0.59
Layer 9,9,0.5867,0.0074,0.5867
Layer 10,10,0.5889,0.0055,0.5881
Layer 11,11,0.5922,0.007,0.5911
Layer 12,12,0.6022,0.0075,0.5996
Layer 13,13,0.5977,0.0078,0.5962
Layer 14,14,0.6008,0.0157,0.6007
Layer 15,15,0.6051,0.0097,0.6049
Layer 16,16,0.6064,0.0072,0.6072
Layer 17,17,0.6109,0.0081,0.6116
Layer 18,18,0.6154,0.0072,0.6153
Layer 19,19,0.613,0.0128,0.6139
Layer 20,20,0.6125,0.0069,0.6134
Layer 21,21,0.6161,0.0092,0.6169
Layer 22,22,0.6177,0.0077,0.616
Layer 23,23,0.6052,0.0034,0.6047
Layer 24,24,0.6049,0.0069,0.6039
