Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5966,0.0029,0.5696
Layer 1,1,0.5954,0.0097,0.5789
Layer 2,2,0.5948,0.0084,0.5835
Layer 3,3,0.5985,0.0047,0.5899
Layer 4,4,0.5969,0.013,0.5912
Layer 5,5,0.6002,0.0079,0.5951
Layer 6,6,0.5917,0.0025,0.5879
Layer 7,7,0.5964,0.0019,0.5923
Layer 8,8,0.6027,0.0074,0.5985
Layer 9,9,0.5995,0.0059,0.5965
Layer 10,10,0.5994,0.0047,0.5967
Layer 11,11,0.6042,0.0057,0.603
Layer 12,12,0.6046,0.0089,0.6036
Layer 13,13,0.6069,0.0118,0.6068
Layer 14,14,0.6043,0.0092,0.6047
Layer 15,15,0.6058,0.0061,0.6056
Layer 16,16,0.6099,0.0034,0.61
Layer 17,17,0.6044,0.0027,0.6054
Layer 18,18,0.6016,0.0049,0.6024
Layer 19,19,0.6056,0.0038,0.6062
Layer 20,20,0.6097,0.0078,0.6113
Layer 21,21,0.6127,0.0032,0.6142
Layer 22,22,0.6185,0.0061,0.62
Layer 23,23,0.619,0.0076,0.621
Layer 24,24,0.6219,0.003,0.6241
