Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5808,0.005,0.5565
Layer 1,1,0.5745,0.007,0.561
Layer 2,2,0.5656,0.0081,0.5582
Layer 3,3,0.566,0.0081,0.5596
Layer 4,4,0.5702,0.0083,0.5644
Layer 5,5,0.5722,0.0072,0.5677
Layer 6,6,0.5726,0.0087,0.5699
Layer 7,7,0.5751,0.0078,0.5718
Layer 8,8,0.5634,0.0098,0.5601
Layer 9,9,0.5716,0.0081,0.5673
Layer 10,10,0.5659,0.0111,0.5629
Layer 11,11,0.5655,0.0018,0.5624
Layer 12,12,0.5683,0.0087,0.5634
Layer 13,13,0.5657,0.0111,0.561
Layer 14,14,0.5681,0.0084,0.5643
Layer 15,15,0.5647,0.0083,0.5606
Layer 16,16,0.5578,0.0083,0.5547
Layer 17,17,0.5598,0.0066,0.5563
Layer 18,18,0.5603,0.0076,0.557
Layer 19,19,0.5605,0.0073,0.5581
Layer 20,20,0.5619,0.0042,0.5583
Layer 21,21,0.5624,0.0081,0.5596
Layer 22,22,0.5643,0.0045,0.5612
Layer 23,23,0.5629,0.0052,0.5591
Layer 24,24,0.5648,0.0072,0.561
