Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5008,0.0085,0.4197
Layer 1,1,0.5281,0.0088,0.5176
Layer 2,2,0.5486,0.0049,0.5425
Layer 3,3,0.5666,0.008,0.5611
Layer 4,4,0.5751,0.0053,0.57
Layer 5,5,0.5813,0.0064,0.577
Layer 6,6,0.5805,0.0026,0.5764
Layer 7,7,0.5822,0.0059,0.5765
Layer 8,8,0.5804,0.0044,0.5742
Layer 9,9,0.5813,0.0111,0.5756
Layer 10,10,0.5822,0.0079,0.5791
Layer 11,11,0.5847,0.0073,0.5815
Layer 12,12,0.5828,0.0074,0.5803
Layer 13,13,0.5877,0.0102,0.5856
Layer 14,14,0.5913,0.0079,0.5885
Layer 15,15,0.5926,0.0069,0.5882
Layer 16,16,0.5859,0.0065,0.5836
Layer 17,17,0.5814,0.0064,0.5777
Layer 18,18,0.5771,0.0064,0.5744
Layer 19,19,0.5737,0.0057,0.571
Layer 20,20,0.5692,0.0084,0.5656
Layer 21,21,0.5709,0.0103,0.567
Layer 22,22,0.5552,0.0039,0.5514
Layer 23,23,0.5464,0.0075,0.5443
Layer 24,24,0.5519,0.0057,0.5457
