Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.578,0.0079,0.5498
Layer 1,1,0.5839,0.0047,0.5665
Layer 2,2,0.5888,0.008,0.5765
Layer 3,3,0.5891,0.0083,0.5804
Layer 4,4,0.5876,0.0067,0.5813
Layer 5,5,0.5949,0.0059,0.5902
Layer 6,6,0.5846,0.0029,0.5816
Layer 7,7,0.5915,0.0071,0.5889
Layer 8,8,0.5903,0.0101,0.587
Layer 9,9,0.5964,0.0069,0.5936
Layer 10,10,0.5943,0.0049,0.5917
Layer 11,11,0.6029,0.0061,0.6019
Layer 12,12,0.5989,0.0046,0.5981
Layer 13,13,0.6009,0.0088,0.6011
Layer 14,14,0.6038,0.012,0.6038
Layer 15,15,0.5954,0.0095,0.5959
Layer 16,16,0.6013,0.0049,0.6013
Layer 17,17,0.6008,0.0065,0.6015
Layer 18,18,0.6024,0.0043,0.6033
Layer 19,19,0.6031,0.0065,0.6037
Layer 20,20,0.6103,0.0057,0.611
Layer 21,21,0.6114,0.0074,0.6124
Layer 22,22,0.6146,0.008,0.6161
Layer 23,23,0.615,0.0091,0.617
Layer 24,24,0.6174,0.0077,0.6204
