file,step,metric,value
step1_MERT_CREMA-D_L9_metrics.json,step1,explained_variance,0.7767184086894816
step1_MERT_CREMA-D_L9_metrics.json,step1,dead_features,0
step1_MERT_CREMA-D_L9_metrics.json,step1,alive_features,8192
step1_MERT_CREMA-D_L9_metrics.json,step1,dead_frac,0.0
step1_MERT_CREMA-D_L9_metrics.json,step1,median_density_alive,0.0013858151991538563
step1_WavLM_CREMA-D_L14_metrics.json,step1,tag,WavLM_CREMA-D_L14
step1_WavLM_CREMA-D_L14_metrics.json,step1,d_in,1024
step1_WavLM_CREMA-D_L14_metrics.json,step1,d_sae,8192
step1_WavLM_CREMA-D_L14_metrics.json,step1,k,32
step1_WavLM_CREMA-D_L14_metrics.json,step1,expansion,8
step1_WavLM_CREMA-D_L14_metrics.json,step1,n_frames,940273
step1_WavLM_CREMA-D_L14_metrics.json,step1,n_utterances,7442
step1_WavLM_CREMA-D_L14_metrics.json,step1,final_fvu,0.08814727155256935
step1_WavLM_CREMA-D_L14_metrics.json,step1,final_recon_mse,0.08783748745918274
step1_WavLM_CREMA-D_L14_metrics.json,step1,explained_variance,0.9118527284474307
step1_WavLM_CREMA-D_L14_metrics.json,step1,dead_features,2
step1_WavLM_CREMA-D_L14_metrics.json,step1,alive_features,8190
step1_WavLM_CREMA-D_L14_metrics.json,step1,dead_frac,0.000244140625
step1_WavLM_CREMA-D_L14_metrics.json,step1,median_density_alive,0.0016697278343629988
step1_Whisper_CREMA-D_L12_metrics.json,step1,tag,Whisper_CREMA-D_L12
step1_Whisper_CREMA-D_L12_metrics.json,step1,d_in,1024
step1_Whisper_CREMA-D_L12_metrics.json,step1,d_sae,8192
step1_Whisper_CREMA-D_L12_metrics.json,step1,k,32
step1_Whisper_CREMA-D_L12_metrics.json,step1,expansion,8
step1_Whisper_CREMA-D_L12_metrics.json,step1,n_frames,950234
step1_Whisper_CREMA-D_L12_metrics.json,step1,n_utterances,7442
step1_Whisper_CREMA-D_L12_metrics.json,step1,final_fvu,0.006673152008209524
step1_Whisper_CREMA-D_L12_metrics.json,step1,final_recon_mse,0.006581643596291542
step1_Whisper_CREMA-D_L12_metrics.json,step1,explained_variance,0.9933268479917905
step1_Whisper_CREMA-D_L12_metrics.json,step1,dead_features,1
step1_Whisper_CREMA-D_L12_metrics.json,step1,alive_features,8191
step1_Whisper_CREMA-D_L12_metrics.json,step1,dead_frac,0.0001220703125
step1_Whisper_CREMA-D_L12_metrics.json,step1,median_density_alive,0.001948993616309246
step1_w2v-BERT_CREMA-D_L17_metrics.json,step1,tag,w2v-BERT_CREMA-D_L17
step1_w2v-BERT_CREMA-D_L17_metrics.json,step1,d_in,1024
step1_w2v-BERT_CREMA-D_L17_metrics.json,step1,d_sae,8192
step1_w2v-BERT_CREMA-D_L17_metrics.json,step1,k,32
step1_w2v-BERT_CREMA-D_L17_metrics.json,step1,expansion,8
step1_w2v-BERT_CREMA-D_L17_metrics.json,step1,n_frames,940273
step1_w2v-BERT_CREMA-D_L17_metrics.json,step1,n_utterances,7442
step1_w2v-BERT_CREMA-D_L17_metrics.json,step1,final_fvu,0.11058256124762833
step1_w2v-BERT_CREMA-D_L17_metrics.json,step1,final_recon_mse,0.1102522611618042
step1_w2v-BERT_CREMA-D_L17_metrics.json,step1,explained_variance,0.8894174387523717
step1_w2v-BERT_CREMA-D_L17_metrics.json,step1,dead_features,111
step1_w2v-BERT_CREMA-D_L17_metrics.json,step1,alive_features,8081
step1_w2v-BERT_CREMA-D_L17_metrics.json,step1,dead_frac,0.0135498046875
step1_w2v-BERT_CREMA-D_L17_metrics.json,step1,median_density_alive,0.0004349800536652653
step1_wav2vec2_CREMA-D_L10_metrics.json,step1,tag,wav2vec2_CREMA-D_L10
step1_wav2vec2_CREMA-D_L10_metrics.json,step1,d_in,1024
step1_wav2vec2_CREMA-D_L10_metrics.json,step1,d_sae,8192
step1_wav2vec2_CREMA-D_L10_metrics.json,step1,k,32
step1_wav2vec2_CREMA-D_L10_metrics.json,step1,expansion,8
step1_wav2vec2_CREMA-D_L10_metrics.json,step1,n_frames,940273
step1_wav2vec2_CREMA-D_L10_metrics.json,step1,n_utterances,7442
step1_wav2vec2_CREMA-D_L10_metrics.json,step1,final_fvu,0.1186824512288912
step1_wav2vec2_CREMA-D_L10_metrics.json,step1,final_recon_mse,0.11788339912891388
step1_wav2vec2_CREMA-D_L10_metrics.json,step1,explained_variance,0.8813175487711088
step1_wav2vec2_CREMA-D_L10_metrics.json,step1,dead_features,1
step1_wav2vec2_CREMA-D_L10_metrics.json,step1,alive_features,8191
step1_wav2vec2_CREMA-D_L10_metrics.json,step1,dead_frac,0.0001220703125
step1_wav2vec2_CREMA-D_L10_metrics.json,step1,median_density_alive,0.0018441452641945477
step2_HuBERT_CREMA-D_L13_metrics.json,step2,tag,HuBERT_CREMA-D_L13
step2_HuBERT_CREMA-D_L13_metrics.json,step2,pool,mean
step2_HuBERT_CREMA-D_L13_metrics.json,step2,n_features,8192
step2_HuBERT_CREMA-D_L13_metrics.json,step2,mi_threshold_5sigma,0.0014369679517248686
step2_HuBERT_CREMA-D_L13_metrics.json,step2,mono_min,0.5
step2_HuBERT_CREMA-D_L13_metrics.json,step2,n_significant,6407
step2_HuBERT_CREMA-D_L13_metrics.json,step2,n_sig_monosemantic,394
step2_HuBERT_CREMA-D_L13_metrics.json,step2,n_emotion_features,61
step2_HuBERT_CREMA-D_L13_metrics.json,step2,frac_emotion_features,0.0074462890625
step2_HuBERT_CREMA-D_L13_metrics.json,step2,max_mi,0.17906936542206947
step2_HuBERT_CREMA-D_L13_metrics.json,step2,median_mono_emotion_feats,0.5935571789741516
step2_HuBERT_CREMA-D_L13_metrics.json,step2,verdict,PASS
step3_HuBERT_CREMA-D_L13_metrics.json,step3,tag,HuBERT_CREMA-D_L13
step3_HuBERT_CREMA-D_L13_metrics.json,step3,n_emotion_features,61
step3_HuBERT_CREMA-D_L13_metrics.json,step3,n_acoustic,60
step3_HuBERT_CREMA-D_L13_metrics.json,step3,n_lexical,1
step3_HuBERT_CREMA-D_L13_metrics.json,step3,frac_acoustic,0.9836065573770492
step3_HuBERT_CREMA-D_L13_metrics.json,step3,mean_acoustic_auc,0.8304390614028525
step3_HuBERT_CREMA-D_L13_metrics.json,step3,mean_lexical_auc,0.6603480111712202
step3_HuBERT_CREMA-D_L13_metrics.json,step3,mean_margin,0.1700910502316322
step3_HuBERT_CREMA-D_L13_metrics.json,step3,verdict,PASS
step4_HuBERT_CREMA-D_metrics.json,step4,encoder,HuBERT
step4_HuBERT_CREMA-D_metrics.json,step4,dataset,CREMA-D
step4_HuBERT_CREMA-D_metrics.json,step4,n_layers,25
step4_HuBERT_CREMA-D_metrics.json,step4,accuracy_peak_layer,10
step4_HuBERT_CREMA-D_metrics.json,step4,max_probe_acc,0.7389172028567921
step4_HuBERT_CREMA-D_metrics.json,step4,disentanglement_peak_layer(n_emotion_features),7
step4_HuBERT_CREMA-D_metrics.json,step4,monosemanticity_peak_layer,2
step4_HuBERT_CREMA-D_metrics.json,step4,peaks_coincide,False
step5_metrics.json,step5,match_threshold,0.5
step5_metrics.json,step5,n_common_utterances,7442
step5_metrics.json,step5,mean_whisper_to_ssl_overlap,0.4025316455696203
step5_metrics.json,step5,mean_ssl_to_ssl_overlap,0.38769720837034644
step6_HuBERT_CREMA-D_L13_metrics.json,step6,tag,HuBERT_CREMA-D_L13
step6_HuBERT_CREMA-D_L13_metrics.json,step6,n_actors,91
step6_HuBERT_CREMA-D_L13_metrics.json,step6,n_emotion_features,61
step6_HuBERT_CREMA-D_L13_metrics.json,step6,emotion_features_acc_random,0.5507919185135438
step6_HuBERT_CREMA-D_L13_metrics.json,step6,emotion_features_acc_speaker_disjoint,0.5508298299088288
step6_HuBERT_CREMA-D_L13_metrics.json,step6,emotion_features_loso_drop,-3.7911395284973004e-05
step6_HuBERT_CREMA-D_L13_metrics.json,step6,full_recon_loso_drop,0.015491008402957918
step6_HuBERT_CREMA-D_L13_metrics.json,step6,median_actor_coverage,0.945054945054945
step6_HuBERT_CREMA-D_L13_metrics.json,step6,published_mesd_loso_drop_ref,0.3
step7_HuBERT_CREMA-D_L13_metrics.json,step7,tag,HuBERT_CREMA-D_L13
step7_HuBERT_CREMA-D_L13_metrics.json,step7,n_features_per_subset,61
step7_HuBERT_CREMA-D_L13_metrics.json,step7,n_classes,6
step7_HuBERT_CREMA-D_L13_metrics.json,step7,suff_acoustic_emotion,0.5520048455700225
step7_HuBERT_CREMA-D_L13_metrics.json,step7,suff_lexical,0.4314683124273345
step7_HuBERT_CREMA-D_L13_metrics.json,step7,suff_random,0.42341083717873734
step7_HuBERT_CREMA-D_L13_metrics.json,step7,full_reconstruction,0.7321986683709207
step7_HuBERT_CREMA-D_L13_metrics.json,step7,necessity_ablate_lexical_acc,0.731122948215227
step7_HuBERT_CREMA-D_L13_metrics.json,step7,necessity_ablate_acoustic_emotion_acc,0.7350184507174476
step7_HuBERT_CREMA-D_L13_metrics.json,step7,acoustic_minus_lexical_sufficiency,0.12053653314268797
step7_HuBERT_CREMA-D_L13_metrics.json,step7,acoustic_minus_random_sufficiency,0.12859400839128515
step7_HuBERT_CREMA-D_L13_metrics.json,step7,emotion_is_acoustic,True
