Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4785,0.0552,0.4767
Layer 1,1,0.5051,0.0665,0.5071
Layer 2,2,0.5481,0.0706,0.5463
Layer 3,3,0.6226,0.0702,0.6188
Layer 4,4,0.6739,0.0423,0.6711
Layer 5,5,0.6904,0.0379,0.6888
Layer 6,6,0.6887,0.022,0.6866
Layer 7,7,0.6739,0.0479,0.6702
Layer 8,8,0.6887,0.034,0.687
Layer 9,9,0.6854,0.0312,0.6844
Layer 10,10,0.6788,0.0219,0.677
Layer 11,11,0.6754,0.0238,0.6738
Layer 12,12,0.6623,0.0156,0.6591
Layer 13,13,0.6408,0.0307,0.6368
Layer 14,14,0.6473,0.0387,0.644
Layer 15,15,0.6225,0.0435,0.6204
Layer 16,16,0.6358,0.029,0.6329
Layer 17,17,0.606,0.0267,0.602
Layer 18,18,0.6441,0.0288,0.6401
Layer 19,19,0.6375,0.0295,0.6344
Layer 20,20,0.6259,0.0329,0.6213
Layer 21,21,0.616,0.0474,0.6134
Layer 22,22,0.6226,0.0345,0.6166
Layer 23,23,0.6094,0.0493,0.6064
Layer 24,24,0.6243,0.0563,0.6211
