Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.7121,0.0459,0.7073
Layer 1,1,0.785,0.0244,0.7849
Layer 2,2,0.8131,0.0177,0.8107
Layer 3,3,0.8374,0.0226,0.8346
Layer 4,4,0.8841,0.0192,0.8827
Layer 5,5,0.8935,0.0255,0.8926
Layer 6,6,0.9103,0.0152,0.9096
Layer 7,7,0.9065,0.0102,0.9053
Layer 8,8,0.9084,0.015,0.9067
Layer 9,9,0.9009,0.0348,0.8997
Layer 10,10,0.8991,0.0247,0.8976
Layer 11,11,0.8822,0.0293,0.8795
Layer 12,12,0.8879,0.0364,0.8851
Layer 13,13,0.8523,0.0247,0.8479
Layer 14,14,0.8393,0.0247,0.8346
Layer 15,15,0.8523,0.0361,0.8472
Layer 16,16,0.8112,0.0273,0.8068
Layer 17,17,0.7981,0.0268,0.7939
Layer 18,18,0.8168,0.0381,0.8128
Layer 19,19,0.7907,0.0268,0.788
Layer 20,20,0.7421,0.0348,0.7353
Layer 21,21,0.7103,0.035,0.706
Layer 22,22,0.6636,0.0469,0.6577
Layer 23,23,0.5981,0.0588,0.5906
Layer 24,24,0.4822,0.0412,0.4722
