Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.1697,0.0156,0.1691
Layer 1,1,0.4266,0.0243,0.4265
Layer 2,2,0.5371,0.0203,0.5355
Layer 3,3,0.6913,0.0143,0.6896
Layer 4,4,0.7189,0.0227,0.7187
Layer 5,5,0.7258,0.0124,0.7257
Layer 6,6,0.734,0.008,0.7339
Layer 7,7,0.7034,0.0219,0.7031
Layer 8,8,0.668,0.0199,0.6673
Layer 9,9,0.7366,0.0274,0.7355
Layer 10,10,0.7409,0.0302,0.7409
Layer 11,11,0.7047,0.0191,0.7047
Layer 12,12,0.69,0.0179,0.6895
Layer 13,13,0.6589,0.0104,0.6591
Layer 14,14,0.7003,0.0226,0.7004
Layer 15,15,0.7085,0.0175,0.7081
Layer 16,16,0.7448,0.0263,0.7447
Layer 17,17,0.7595,0.0258,0.7584
Layer 18,18,0.7388,0.0351,0.7374
Layer 19,19,0.6952,0.0256,0.6941
Layer 20,20,0.668,0.0281,0.6665
Layer 21,21,0.6187,0.0345,0.6179
Layer 22,22,0.5747,0.0417,0.5738
Layer 23,23,0.5263,0.0256,0.5238
Layer 24,24,0.4586,0.0205,0.4568
