Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.2076,0.0283,0.2082
Layer 1,1,0.6428,0.0406,0.642
Layer 2,2,0.7321,0.0464,0.7311
Layer 3,3,0.8353,0.0264,0.8345
Layer 4,4,0.8191,0.0432,0.8185
Layer 5,5,0.8261,0.0358,0.8255
Layer 6,6,0.7947,0.0319,0.7942
Layer 7,7,0.8121,0.0366,0.8125
Layer 8,8,0.7785,0.0429,0.7781
Layer 9,9,0.8017,0.0305,0.8016
Layer 10,10,0.7796,0.0293,0.7805
Layer 11,11,0.7436,0.0122,0.743
Layer 12,12,0.6914,0.0201,0.6905
Layer 13,13,0.688,0.0379,0.687
Layer 14,14,0.7146,0.02,0.7144
Layer 15,15,0.7448,0.0259,0.7438
Layer 16,16,0.8144,0.0207,0.8135
Layer 17,17,0.8271,0.0162,0.8258
Layer 18,18,0.8411,0.0331,0.8397
Layer 19,19,0.819,0.0183,0.819
Layer 20,20,0.7912,0.0336,0.79
Layer 21,21,0.768,0.0476,0.766
Layer 22,22,0.7112,0.0371,0.7092
Layer 23,23,0.6717,0.0311,0.6719
Layer 24,24,0.6161,0.0336,0.6159
