Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5448,0.0089,0.5139
Layer 1,1,0.5384,0.0073,0.5215
Layer 2,2,0.5419,0.0073,0.5312
Layer 3,3,0.5385,0.0123,0.5304
Layer 4,4,0.55,0.006,0.5436
Layer 5,5,0.5459,0.0099,0.5402
Layer 6,6,0.5436,0.007,0.5387
Layer 7,7,0.5459,0.011,0.5417
Layer 8,8,0.5424,0.0096,0.538
Layer 9,9,0.549,0.0095,0.5434
Layer 10,10,0.5475,0.0064,0.5426
Layer 11,11,0.551,0.0095,0.5462
Layer 12,12,0.5517,0.006,0.5464
Layer 13,13,0.5457,0.0042,0.5407
Layer 14,14,0.546,0.0064,0.5402
Layer 15,15,0.5487,0.0072,0.5427
Layer 16,16,0.5474,0.0049,0.5417
Layer 17,17,0.5384,0.0051,0.5332
Layer 18,18,0.5379,0.0021,0.5327
Layer 19,19,0.5391,0.0045,0.5335
Layer 20,20,0.5378,0.0068,0.5325
Layer 21,21,0.5405,0.0053,0.5357
Layer 22,22,0.5373,0.0075,0.5328
Layer 23,23,0.5418,0.0053,0.537
Layer 24,24,0.546,0.0049,0.5406
