Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.6723,0.0468,0.674
Layer 1,1,0.7153,0.0259,0.7134
Layer 2,2,0.7864,0.0179,0.7838
Layer 3,3,0.8443,0.0214,0.8431
Layer 4,4,0.8394,0.0123,0.8377
Layer 5,5,0.8592,0.0321,0.8586
Layer 6,6,0.8675,0.0181,0.867
Layer 7,7,0.8841,0.0188,0.8842
Layer 8,8,0.894,0.0172,0.8946
Layer 9,9,0.8956,0.0284,0.8958
Layer 10,10,0.9023,0.0109,0.9021
Layer 11,11,0.8974,0.0199,0.8973
Layer 12,12,0.9024,0.0246,0.903
Layer 13,13,0.8907,0.0264,0.8905
Layer 14,14,0.8692,0.023,0.8686
Layer 15,15,0.856,0.0456,0.8558
Layer 16,16,0.866,0.0266,0.8662
Layer 17,17,0.851,0.0398,0.8512
Layer 18,18,0.8262,0.0333,0.8265
Layer 19,19,0.8262,0.0271,0.8255
Layer 20,20,0.8245,0.0094,0.8243
Layer 21,21,0.798,0.0283,0.7984
Layer 22,22,0.8146,0.0323,0.8148
Layer 23,23,0.7947,0.0202,0.7945
Layer 24,24,0.7881,0.0246,0.7877
