Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5493,0.0129,0.526
Layer 1,1,0.5397,0.0052,0.5281
Layer 2,2,0.537,0.0069,0.5281
Layer 3,3,0.5397,0.0076,0.5329
Layer 4,4,0.5466,0.0111,0.5406
Layer 5,5,0.5404,0.0092,0.536
Layer 6,6,0.5449,0.0081,0.5409
Layer 7,7,0.5462,0.0084,0.5431
Layer 8,8,0.5501,0.0066,0.5481
Layer 9,9,0.5489,0.0095,0.5468
Layer 10,10,0.5429,0.0109,0.5405
Layer 11,11,0.5459,0.0068,0.5443
Layer 12,12,0.5475,0.0069,0.5466
Layer 13,13,0.5443,0.0041,0.5444
Layer 14,14,0.5429,0.009,0.5431
Layer 15,15,0.543,0.009,0.5425
Layer 16,16,0.5383,0.0035,0.5387
Layer 17,17,0.5392,0.0063,0.5388
Layer 18,18,0.5382,0.008,0.5347
Layer 19,19,0.5351,0.0098,0.5321
Layer 20,20,0.5317,0.0048,0.5275
Layer 21,21,0.5271,0.006,0.5213
Layer 22,22,0.5213,0.0068,0.5124
Layer 23,23,0.5071,0.0082,0.4958
Layer 24,24,0.4868,0.0066,0.4753
