Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5744,0.0131,0.5738
Layer 1,1,0.5877,0.013,0.5877
Layer 2,2,0.585,0.0082,0.5844
Layer 3,3,0.5828,0.0122,0.5828
Layer 4,4,0.5908,0.0138,0.5906
Layer 5,5,0.6027,0.0151,0.6025
Layer 6,6,0.6075,0.0169,0.6073
Layer 7,7,0.6227,0.0113,0.6224
Layer 8,8,0.6245,0.0099,0.6243
Layer 9,9,0.6236,0.0097,0.6235
Layer 10,10,0.6247,0.0121,0.6245
Layer 11,11,0.628,0.0111,0.6277
Layer 12,12,0.6337,0.0082,0.6335
Layer 13,13,0.6211,0.0139,0.6212
Layer 14,14,0.6145,0.0138,0.6143
Layer 15,15,0.6229,0.0113,0.6226
Layer 16,16,0.6295,0.0065,0.6291
Layer 17,17,0.6324,0.0167,0.6321
Layer 18,18,0.6244,0.016,0.624
Layer 19,19,0.6264,0.0096,0.6262
Layer 20,20,0.6275,0.0219,0.6277
Layer 21,21,0.6324,0.0095,0.6324
Layer 22,22,0.6278,0.01,0.6277
Layer 23,23,0.5973,0.0152,0.5972
Layer 24,24,0.581,0.018,0.5806
