Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5615,0.0256,0.5581
Layer 1,1,0.6219,0.0208,0.6216
Layer 2,2,0.6682,0.0217,0.6671
Layer 3,3,0.7077,0.0134,0.707
Layer 4,4,0.7135,0.0248,0.7138
Layer 5,5,0.7228,0.0179,0.7226
Layer 6,6,0.746,0.0292,0.745
Layer 7,7,0.7204,0.0185,0.7205
Layer 8,8,0.7286,0.019,0.7284
Layer 9,9,0.7298,0.027,0.7294
Layer 10,10,0.6937,0.0265,0.6945
Layer 11,11,0.7019,0.0342,0.7011
Layer 12,12,0.6834,0.042,0.6836
Layer 13,13,0.6822,0.0301,0.6836
Layer 14,14,0.6485,0.0219,0.6506
Layer 15,15,0.6497,0.0231,0.6508
Layer 16,16,0.6404,0.0125,0.641
Layer 17,17,0.6253,0.0131,0.6251
Layer 18,18,0.6137,0.0265,0.6144
Layer 19,19,0.5964,0.0294,0.5964
Layer 20,20,0.5743,0.0241,0.5753
Layer 21,21,0.5928,0.0256,0.5939
Layer 22,22,0.6021,0.0345,0.6014
Layer 23,23,0.5719,0.0367,0.5708
Layer 24,24,0.5198,0.0275,0.52
