Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4417,0.0174,0.4397
Layer 1,1,0.4849,0.0281,0.4846
Layer 2,2,0.5177,0.0225,0.517
Layer 3,3,0.5579,0.0415,0.5566
Layer 4,4,0.5661,0.0387,0.5656
Layer 5,5,0.6097,0.0187,0.6087
Layer 6,6,0.6339,0.026,0.6323
Layer 7,7,0.6537,0.0181,0.6525
Layer 8,8,0.677,0.0265,0.6767
Layer 9,9,0.6788,0.0159,0.6775
Layer 10,10,0.6736,0.0071,0.672
Layer 11,11,0.6732,0.0229,0.672
Layer 12,12,0.6615,0.017,0.6614
Layer 13,13,0.6481,0.0162,0.6481
Layer 14,14,0.6356,0.0284,0.6363
Layer 15,15,0.6425,0.0217,0.6427
Layer 16,16,0.6464,0.0235,0.6467
Layer 17,17,0.6187,0.0202,0.6185
Layer 18,18,0.6054,0.0147,0.6046
Layer 19,19,0.5941,0.0133,0.594
Layer 20,20,0.5859,0.0183,0.5863
Layer 21,21,0.5579,0.0098,0.5583
Layer 22,22,0.5237,0.005,0.5248
Layer 23,23,0.4426,0.0189,0.4433
Layer 24,24,0.3933,0.0192,0.3929
