Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.3917,0.0306,0.3892
Layer 1,1,0.4396,0.0463,0.4338
Layer 2,2,0.475,0.0409,0.4673
Layer 3,3,0.4812,0.0429,0.4736
Layer 4,4,0.4875,0.0564,0.4795
Layer 5,5,0.5188,0.0545,0.509
Layer 6,6,0.5021,0.0472,0.4905
Layer 7,7,0.4604,0.0495,0.4496
Layer 8,8,0.4917,0.0332,0.4858
Layer 9,9,0.4875,0.0408,0.4772
Layer 10,10,0.4729,0.0352,0.4657
Layer 11,11,0.4875,0.0375,0.4787
Layer 12,12,0.4583,0.0238,0.4488
Layer 13,13,0.4708,0.0692,0.4637
Layer 14,14,0.4583,0.0355,0.453
Layer 15,15,0.4479,0.0255,0.4374
Layer 16,16,0.4521,0.0624,0.4469
Layer 17,17,0.4708,0.0503,0.4679
Layer 18,18,0.4583,0.0367,0.4575
Layer 19,19,0.4604,0.0424,0.4564
Layer 20,20,0.4458,0.0444,0.4411
Layer 21,21,0.4583,0.0367,0.4542
Layer 22,22,0.4333,0.0106,0.427
Layer 23,23,0.4042,0.0267,0.3931
Layer 24,24,0.3896,0.0478,0.3787
