Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4292,0.0369,0.4232
Layer 1,1,0.4979,0.0549,0.4886
Layer 2,2,0.5375,0.0634,0.5285
Layer 3,3,0.5604,0.0525,0.5499
Layer 4,4,0.5688,0.05,0.561
Layer 5,5,0.6396,0.0464,0.6331
Layer 6,6,0.6271,0.0695,0.6228
Layer 7,7,0.6167,0.0594,0.6116
Layer 8,8,0.6312,0.0469,0.6249
Layer 9,9,0.6042,0.0342,0.5964
Layer 10,10,0.6083,0.0364,0.6021
Layer 11,11,0.6229,0.029,0.6178
Layer 12,12,0.6188,0.0284,0.6154
Layer 13,13,0.625,0.0373,0.6208
Layer 14,14,0.625,0.0329,0.6211
Layer 15,15,0.6229,0.0419,0.6176
Layer 16,16,0.6458,0.0309,0.6426
Layer 17,17,0.6438,0.0138,0.6396
Layer 18,18,0.6146,0.0411,0.6129
Layer 19,19,0.6125,0.0397,0.61
Layer 20,20,0.575,0.064,0.5714
Layer 21,21,0.5708,0.0414,0.5676
Layer 22,22,0.5542,0.0381,0.5511
Layer 23,23,0.5375,0.0399,0.5339
Layer 24,24,0.5,0.0342,0.4967
