Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5625,0.0052,0.5314
Layer 1,1,0.5577,0.0098,0.5416
Layer 2,2,0.5511,0.0063,0.5423
Layer 3,3,0.5488,0.0084,0.5421
Layer 4,4,0.5481,0.0068,0.5442
Layer 5,5,0.5534,0.0074,0.5491
Layer 6,6,0.5545,0.0107,0.5507
Layer 7,7,0.5593,0.0134,0.5562
Layer 8,8,0.5559,0.0066,0.553
Layer 9,9,0.561,0.0107,0.558
Layer 10,10,0.5664,0.0117,0.5642
Layer 11,11,0.56,0.0094,0.5579
Layer 12,12,0.5604,0.0048,0.5584
Layer 13,13,0.563,0.0095,0.5616
Layer 14,14,0.5632,0.0131,0.5605
Layer 15,15,0.5578,0.0074,0.5558
Layer 16,16,0.5682,0.008,0.5663
Layer 17,17,0.5636,0.0089,0.5633
Layer 18,18,0.5641,0.0092,0.5637
Layer 19,19,0.5594,0.0084,0.5594
Layer 20,20,0.5591,0.0084,0.5586
Layer 21,21,0.5655,0.0106,0.5644
Layer 22,22,0.5676,0.0095,0.5653
Layer 23,23,0.5616,0.0052,0.558
Layer 24,24,0.5569,0.0028,0.5535
