Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.1958,0.0325,0.1935
Layer 1,1,0.4062,0.0523,0.4014
Layer 2,2,0.4708,0.0298,0.4635
Layer 3,3,0.5562,0.032,0.551
Layer 4,4,0.5688,0.0404,0.561
Layer 5,5,0.5979,0.044,0.5896
Layer 6,6,0.6042,0.0519,0.5995
Layer 7,7,0.5958,0.0283,0.5811
Layer 8,8,0.5312,0.0563,0.5262
Layer 9,9,0.6312,0.0404,0.6264
Layer 10,10,0.5958,0.0357,0.5915
Layer 11,11,0.5688,0.0376,0.562
Layer 12,12,0.5604,0.0663,0.5536
Layer 13,13,0.5438,0.0564,0.5349
Layer 14,14,0.5958,0.0283,0.5874
Layer 15,15,0.5958,0.0549,0.5872
Layer 16,16,0.5979,0.0404,0.5936
Layer 17,17,0.625,0.0378,0.6201
Layer 18,18,0.5438,0.0463,0.5281
Layer 19,19,0.4958,0.0478,0.4808
Layer 20,20,0.4875,0.0232,0.4768
Layer 21,21,0.4458,0.0512,0.4323
Layer 22,22,0.4167,0.0198,0.4072
Layer 23,23,0.3667,0.0583,0.358
Layer 24,24,0.2708,0.0452,0.2642
