Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5344,0.0126,0.5334
Layer 1,1,0.5775,0.0191,0.5774
Layer 2,2,0.587,0.0199,0.5869
Layer 3,3,0.5892,0.0227,0.5891
Layer 4,4,0.6005,0.0147,0.6003
Layer 5,5,0.6093,0.0223,0.6092
Layer 6,6,0.6139,0.0177,0.6139
Layer 7,7,0.6148,0.0167,0.6147
Layer 8,8,0.6299,0.0155,0.6297
Layer 9,9,0.6423,0.0209,0.6421
Layer 10,10,0.6408,0.02,0.6404
Layer 11,11,0.6399,0.0133,0.6395
Layer 12,12,0.6484,0.0138,0.6481
Layer 13,13,0.644,0.0169,0.6439
Layer 14,14,0.6509,0.0163,0.6506
Layer 15,15,0.6469,0.0251,0.6468
Layer 16,16,0.6504,0.0134,0.6503
Layer 17,17,0.6474,0.0058,0.6475
Layer 18,18,0.6452,0.0179,0.6451
Layer 19,19,0.6515,0.0126,0.6514
Layer 20,20,0.6597,0.0128,0.6596
Layer 21,21,0.6586,0.0177,0.6585
Layer 22,22,0.6619,0.0193,0.6616
Layer 23,23,0.6593,0.0168,0.6593
Layer 24,24,0.6531,0.0083,0.653
