Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4819,0.0573,0.4801
Layer 1,1,0.5167,0.0557,0.516
Layer 2,2,0.5646,0.0395,0.5635
Layer 3,3,0.596,0.0348,0.5921
Layer 4,4,0.5927,0.0541,0.5892
Layer 5,5,0.6059,0.0491,0.6037
Layer 6,6,0.624,0.0551,0.6221
Layer 7,7,0.649,0.0312,0.6465
Layer 8,8,0.6191,0.0419,0.6186
Layer 9,9,0.6175,0.0176,0.6151
Layer 10,10,0.6572,0.0242,0.6548
Layer 11,11,0.6209,0.0185,0.6195
Layer 12,12,0.5928,0.0271,0.5915
Layer 13,13,0.5812,0.0227,0.5796
Layer 14,14,0.558,0.0562,0.5568
Layer 15,15,0.5513,0.0352,0.5486
Layer 16,16,0.5464,0.0226,0.5457
Layer 17,17,0.5563,0.0184,0.5549
Layer 18,18,0.5149,0.0389,0.5138
Layer 19,19,0.5083,0.0238,0.5048
Layer 20,20,0.4686,0.0278,0.4649
Layer 21,21,0.4421,0.0248,0.4412
Layer 22,22,0.4337,0.0524,0.4296
Layer 23,23,0.3477,0.0265,0.3413
Layer 24,24,0.3063,0.0133,0.3041
