Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.1615,0.0191,0.1602
Layer 1,1,0.3912,0.0231,0.3906
Layer 2,2,0.4875,0.0205,0.4862
Layer 3,3,0.6153,0.0088,0.6139
Layer 4,4,0.6736,0.0205,0.6736
Layer 5,5,0.6831,0.0252,0.6827
Layer 6,6,0.6727,0.0152,0.6731
Layer 7,7,0.6576,0.0322,0.6585
Layer 8,8,0.6183,0.0247,0.6173
Layer 9,9,0.7068,0.0277,0.7062
Layer 10,10,0.6956,0.0233,0.6953
Layer 11,11,0.6697,0.0151,0.6694
Layer 12,12,0.636,0.013,0.6353
Layer 13,13,0.6235,0.0178,0.624
Layer 14,14,0.6572,0.0236,0.6579
Layer 15,15,0.671,0.0095,0.6704
Layer 16,16,0.6977,0.0269,0.698
Layer 17,17,0.7116,0.0292,0.7105
Layer 18,18,0.6805,0.0362,0.6793
Layer 19,19,0.6464,0.0354,0.645
Layer 20,20,0.6149,0.0244,0.614
Layer 21,21,0.5678,0.0274,0.5661
Layer 22,22,0.5294,0.0356,0.5283
Layer 23,23,0.4888,0.0166,0.4881
Layer 24,24,0.4124,0.0184,0.4115
