Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.3747,0.0162,0.3694
Layer 1,1,0.5163,0.0043,0.5161
Layer 2,2,0.5465,0.0237,0.5461
Layer 3,3,0.5899,0.015,0.5894
Layer 4,4,0.5918,0.0127,0.5915
Layer 5,5,0.6075,0.0019,0.6075
Layer 6,6,0.5971,0.0113,0.5965
Layer 7,7,0.6016,0.0069,0.601
Layer 8,8,0.5984,0.0081,0.598
Layer 9,9,0.6126,0.0186,0.6124
Layer 10,10,0.6005,0.0115,0.6003
Layer 11,11,0.5912,0.016,0.5909
Layer 12,12,0.5952,0.0065,0.5948
Layer 13,13,0.5976,0.0114,0.5974
Layer 14,14,0.6095,0.0096,0.6095
Layer 15,15,0.6082,0.0114,0.6082
Layer 16,16,0.6216,0.0063,0.6213
Layer 17,17,0.6238,0.0191,0.6236
Layer 18,18,0.6022,0.0099,0.6016
Layer 19,19,0.6009,0.0101,0.6006
Layer 20,20,0.5976,0.0109,0.5974
Layer 21,21,0.5832,0.011,0.5827
Layer 22,22,0.5612,0.0041,0.5607
Layer 23,23,0.5396,0.0164,0.5391
Layer 24,24,0.5337,0.0143,0.5332
