Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4085,0.0176,0.4054
Layer 1,1,0.5125,0.0201,0.5106
Layer 2,2,0.5864,0.0063,0.5849
Layer 3,3,0.652,0.0222,0.6505
Layer 4,4,0.6408,0.0147,0.6398
Layer 5,5,0.6485,0.0342,0.6468
Layer 6,6,0.6524,0.0264,0.6511
Layer 7,7,0.655,0.0176,0.6537
Layer 8,8,0.6498,0.0361,0.6483
Layer 9,9,0.6567,0.0367,0.6562
Layer 10,10,0.6529,0.0327,0.6523
Layer 11,11,0.6485,0.0352,0.6475
Layer 12,12,0.6459,0.032,0.6459
Layer 13,13,0.6257,0.0382,0.6259
Layer 14,14,0.614,0.0235,0.6145
Layer 15,15,0.6114,0.0314,0.6119
Layer 16,16,0.5946,0.031,0.5951
Layer 17,17,0.5855,0.0278,0.5852
Layer 18,18,0.5678,0.0276,0.5673
Layer 19,19,0.5656,0.0353,0.5644
Layer 20,20,0.554,0.0267,0.5525
Layer 21,21,0.5311,0.0213,0.5305
Layer 22,22,0.5004,0.0239,0.5002
Layer 23,23,0.4728,0.0283,0.4728
Layer 24,24,0.4724,0.0264,0.4738
