Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4862,0.0231,0.4847
Layer 1,1,0.5816,0.021,0.5797
Layer 2,2,0.6922,0.024,0.691
Layer 3,3,0.7345,0.0325,0.733
Layer 4,4,0.7461,0.025,0.7439
Layer 5,5,0.7599,0.012,0.7593
Layer 6,6,0.7859,0.0283,0.7863
Layer 7,7,0.782,0.0254,0.7823
Layer 8,8,0.8018,0.0195,0.802
Layer 9,9,0.8251,0.0228,0.8249
Layer 10,10,0.8303,0.0209,0.83
Layer 11,11,0.8558,0.0162,0.8558
Layer 12,12,0.8657,0.0115,0.8659
Layer 13,13,0.8687,0.0156,0.8686
Layer 14,14,0.8614,0.0177,0.8612
Layer 15,15,0.8545,0.0116,0.8545
Layer 16,16,0.8484,0.0111,0.8481
Layer 17,17,0.8333,0.0088,0.8334
Layer 18,18,0.8156,0.0194,0.8158
Layer 19,19,0.8066,0.0136,0.8075
Layer 20,20,0.8061,0.0245,0.8067
Layer 21,21,0.7949,0.0156,0.7954
Layer 22,22,0.7923,0.0152,0.7919
Layer 23,23,0.7781,0.0082,0.7782
Layer 24,24,0.766,0.0141,0.7653
