Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4385,0.0194,0.4368
Layer 1,1,0.4467,0.0319,0.4439
Layer 2,2,0.4861,0.0194,0.4819
Layer 3,3,0.507,0.04,0.5052
Layer 4,4,0.4977,0.025,0.497
Layer 5,5,0.5047,0.0154,0.5038
Layer 6,6,0.5127,0.0222,0.5132
Layer 7,7,0.4895,0.0264,0.4869
Layer 8,8,0.471,0.0473,0.4689
Layer 9,9,0.4477,0.0426,0.4446
Layer 10,10,0.4141,0.0401,0.4115
Layer 11,11,0.3747,0.0491,0.3724
Layer 12,12,0.377,0.0446,0.3759
Layer 13,13,0.3457,0.0319,0.3423
Layer 14,14,0.3456,0.0358,0.3444
Layer 15,15,0.3515,0.0284,0.3511
Layer 16,16,0.355,0.0205,0.3541
Layer 17,17,0.3237,0.0165,0.3228
Layer 18,18,0.3052,0.0322,0.3042
Layer 19,19,0.2865,0.0158,0.2873
Layer 20,20,0.3132,0.0082,0.3109
Layer 21,21,0.2901,0.0341,0.2896
Layer 22,22,0.2785,0.029,0.2775
Layer 23,23,0.2494,0.0495,0.2472
Layer 24,24,0.225,0.0166,0.2236
