Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.2732,0.0303,0.2709
Layer 1,1,0.5397,0.0191,0.5365
Layer 2,2,0.6722,0.0284,0.673
Layer 3,3,0.7963,0.0364,0.7953
Layer 4,4,0.8758,0.0141,0.875
Layer 5,5,0.8841,0.0272,0.8839
Layer 6,6,0.8576,0.0295,0.8571
Layer 7,7,0.8377,0.0272,0.8377
Layer 8,8,0.8113,0.0252,0.8103
Layer 9,9,0.8675,0.0274,0.8667
Layer 10,10,0.841,0.0367,0.8397
Layer 11,11,0.8178,0.0356,0.8168
Layer 12,12,0.7765,0.0252,0.7742
Layer 13,13,0.7683,0.0235,0.7645
Layer 14,14,0.7914,0.0132,0.79
Layer 15,15,0.8343,0.0353,0.8335
Layer 16,16,0.8907,0.0223,0.8899
Layer 17,17,0.9106,0.0225,0.9103
Layer 18,18,0.8758,0.0174,0.8752
Layer 19,19,0.8312,0.0381,0.8304
Layer 20,20,0.8295,0.0349,0.8303
Layer 21,21,0.7782,0.0371,0.7768
Layer 22,22,0.7285,0.0159,0.7273
Layer 23,23,0.6541,0.0477,0.6525
Layer 24,24,0.5415,0.0442,0.5408
