Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.7084,0.028,0.7018
Layer 1,1,0.8,0.0372,0.7967
Layer 2,2,0.8617,0.0232,0.8581
Layer 3,3,0.8953,0.032,0.8938
Layer 4,4,0.9065,0.0307,0.9052
Layer 5,5,0.9196,0.0311,0.9186
Layer 6,6,0.9346,0.0392,0.9341
Layer 7,7,0.9271,0.0208,0.9261
Layer 8,8,0.9327,0.0216,0.9321
Layer 9,9,0.9327,0.0232,0.9324
Layer 10,10,0.929,0.0152,0.9287
Layer 11,11,0.9196,0.0233,0.919
Layer 12,12,0.914,0.0109,0.9139
Layer 13,13,0.9084,0.0092,0.9082
Layer 14,14,0.9103,0.0201,0.9102
Layer 15,15,0.9178,0.0124,0.9176
Layer 16,16,0.9121,0.021,0.9119
Layer 17,17,0.8991,0.02,0.8982
Layer 18,18,0.8897,0.0161,0.8891
Layer 19,19,0.8879,0.0213,0.8878
Layer 20,20,0.8879,0.0132,0.8875
Layer 21,21,0.8841,0.0192,0.8821
Layer 22,22,0.8617,0.0292,0.8594
Layer 23,23,0.8729,0.0255,0.8703
Layer 24,24,0.8617,0.0092,0.8596
