Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5315,0.012,0.531
Layer 1,1,0.5156,0.0059,0.5151
Layer 2,2,0.5212,0.0177,0.5208
Layer 3,3,0.5342,0.0064,0.534
Layer 4,4,0.5456,0.0132,0.5452
Layer 5,5,0.5374,0.0142,0.5373
Layer 6,6,0.5423,0.0134,0.5419
Layer 7,7,0.5485,0.0216,0.5481
Layer 8,8,0.5383,0.0113,0.5378
Layer 9,9,0.5518,0.0156,0.551
Layer 10,10,0.5522,0.013,0.5518
Layer 11,11,0.565,0.0122,0.5644
Layer 12,12,0.5498,0.02,0.5494
Layer 13,13,0.5419,0.0114,0.5411
Layer 14,14,0.5407,0.0223,0.5398
Layer 15,15,0.5335,0.0139,0.5332
Layer 16,16,0.5315,0.0144,0.5307
Layer 17,17,0.5264,0.0082,0.5256
Layer 18,18,0.5361,0.0173,0.5353
Layer 19,19,0.5332,0.0102,0.5328
Layer 20,20,0.5262,0.0109,0.5259
Layer 21,21,0.5222,0.0119,0.5216
Layer 22,22,0.5013,0.0059,0.5006
Layer 23,23,0.4676,0.0041,0.467
Layer 24,24,0.4198,0.0084,0.4193
