Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5568,0.0137,0.5534
Layer 1,1,0.6056,0.0249,0.6039
Layer 2,2,0.6543,0.0099,0.6536
Layer 3,3,0.7321,0.0283,0.7313
Layer 4,4,0.7704,0.0315,0.7697
Layer 5,5,0.7831,0.0301,0.7831
Layer 6,6,0.768,0.0134,0.7672
Layer 7,7,0.7588,0.0231,0.758
Layer 8,8,0.7158,0.0198,0.7149
Layer 9,9,0.7367,0.0082,0.7349
Layer 10,10,0.7251,0.0289,0.7242
Layer 11,11,0.717,0.0298,0.7161
Layer 12,12,0.7274,0.0296,0.7276
Layer 13,13,0.7274,0.0257,0.725
Layer 14,14,0.7158,0.0133,0.7149
Layer 15,15,0.7205,0.0235,0.718
Layer 16,16,0.7007,0.0183,0.6978
Layer 17,17,0.6996,0.0129,0.697
Layer 18,18,0.71,0.0327,0.7071
Layer 19,19,0.6845,0.0372,0.6827
Layer 20,20,0.6926,0.0258,0.6907
Layer 21,21,0.6845,0.0231,0.6831
Layer 22,22,0.6602,0.0252,0.6569
Layer 23,23,0.6718,0.0314,0.6691
Layer 24,24,0.6764,0.0364,0.6732
