Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.4146,0.0232,0.4071
Layer 1,1,0.4938,0.0404,0.4895
Layer 2,2,0.5438,0.0325,0.5372
Layer 3,3,0.5729,0.0447,0.5643
Layer 4,4,0.6042,0.0323,0.5995
Layer 5,5,0.6062,0.029,0.5994
Layer 6,6,0.6104,0.0252,0.6043
Layer 7,7,0.6521,0.0404,0.6465
Layer 8,8,0.6542,0.0212,0.6472
Layer 9,9,0.6521,0.0538,0.6463
Layer 10,10,0.6875,0.0342,0.683
Layer 11,11,0.7208,0.0363,0.7173
Layer 12,12,0.7271,0.0167,0.7243
Layer 13,13,0.7562,0.045,0.7545
Layer 14,14,0.7437,0.0284,0.7409
Layer 15,15,0.7625,0.0222,0.7584
Layer 16,16,0.725,0.0388,0.722
Layer 17,17,0.7354,0.0445,0.7328
Layer 18,18,0.7458,0.0478,0.7439
Layer 19,19,0.7562,0.0491,0.7543
Layer 20,20,0.7625,0.063,0.7586
Layer 21,21,0.7417,0.0541,0.7376
Layer 22,22,0.7458,0.045,0.7431
Layer 23,23,0.7062,0.058,0.7053
Layer 24,24,0.6667,0.0728,0.6627
