Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.463,0.014,0.4629
Layer 1,1,0.5009,0.0136,0.5005
Layer 2,2,0.504,0.0107,0.5037
Layer 3,3,0.4996,0.0125,0.4994
Layer 4,4,0.5005,0.009,0.5002
Layer 5,5,0.5108,0.0164,0.5104
Layer 6,6,0.4978,0.0099,0.4976
Layer 7,7,0.5086,0.0152,0.5081
Layer 8,8,0.5002,0.0194,0.4996
Layer 9,9,0.5125,0.0078,0.5118
Layer 10,10,0.5092,0.0082,0.5087
Layer 11,11,0.5084,0.0103,0.5076
Layer 12,12,0.4956,0.0161,0.495
Layer 13,13,0.504,0.0156,0.5036
Layer 14,14,0.494,0.0196,0.4936
Layer 15,15,0.4941,0.0186,0.4939
Layer 16,16,0.485,0.0089,0.4847
Layer 17,17,0.4886,0.0183,0.4886
Layer 18,18,0.4938,0.0113,0.4935
Layer 19,19,0.4945,0.0137,0.4942
Layer 20,20,0.4934,0.0156,0.493
Layer 21,21,0.4864,0.0092,0.4861
Layer 22,22,0.4766,0.0195,0.4764
Layer 23,23,0.4626,0.0236,0.4624
Layer 24,24,0.4654,0.0159,0.4651
