Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.6375,0.0391,0.6362
Layer 1,1,0.6739,0.0261,0.6703
Layer 2,2,0.7301,0.0461,0.7269
Layer 3,3,0.7997,0.0117,0.7979
Layer 4,4,0.7698,0.0287,0.7678
Layer 5,5,0.788,0.0205,0.7859
Layer 6,6,0.8195,0.0124,0.8186
Layer 7,7,0.8394,0.0142,0.8387
Layer 8,8,0.846,0.0085,0.8454
Layer 9,9,0.8493,0.0208,0.8501
Layer 10,10,0.8708,0.0157,0.8716
Layer 11,11,0.8692,0.0301,0.8696
Layer 12,12,0.8742,0.0167,0.8751
Layer 13,13,0.851,0.0383,0.8509
Layer 14,14,0.8428,0.0397,0.8433
Layer 15,15,0.8312,0.0292,0.8316
Layer 16,16,0.8146,0.0305,0.8155
Layer 17,17,0.8063,0.0314,0.8077
Layer 18,18,0.7914,0.0172,0.7916
Layer 19,19,0.803,0.0406,0.8025
Layer 20,20,0.7848,0.0213,0.7845
Layer 21,21,0.7748,0.0191,0.7737
Layer 22,22,0.7749,0.0479,0.7737
Layer 23,23,0.7483,0.0237,0.748
Layer 24,24,0.7483,0.0289,0.7457
