Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.5082,0.0048,0.4383
Layer 1,1,0.5577,0.0118,0.5494
Layer 2,2,0.5703,0.0098,0.566
Layer 3,3,0.589,0.0069,0.5856
Layer 4,4,0.5806,0.0056,0.5784
Layer 5,5,0.5935,0.0043,0.5909
Layer 6,6,0.6021,0.0065,0.5979
Layer 7,7,0.5967,0.0111,0.5919
Layer 8,8,0.5973,0.007,0.593
Layer 9,9,0.5973,0.0087,0.5924
Layer 10,10,0.5912,0.003,0.5881
Layer 11,11,0.5977,0.0075,0.5956
Layer 12,12,0.5924,0.0042,0.5931
Layer 13,13,0.604,0.0097,0.6034
Layer 14,14,0.6123,0.0092,0.6104
Layer 15,15,0.6065,0.0082,0.6043
Layer 16,16,0.5949,0.0085,0.5932
Layer 17,17,0.599,0.0074,0.5971
Layer 18,18,0.5904,0.0085,0.5883
Layer 19,19,0.5897,0.0025,0.5873
Layer 20,20,0.587,0.0081,0.5851
Layer 21,21,0.5819,0.0059,0.5795
Layer 22,22,0.5706,0.006,0.5682
Layer 23,23,0.5659,0.0027,0.5631
Layer 24,24,0.5619,0.0069,0.556
