Layer,Layer_Num,Accuracy,Std_Accuracy,Weighted_F1
CNN,0,0.3729,0.0454,0.3683
Layer 1,1,0.4188,0.0676,0.4095
Layer 2,2,0.4958,0.0156,0.4903
Layer 3,3,0.4854,0.0464,0.4744
Layer 4,4,0.5396,0.0537,0.5303
Layer 5,5,0.5146,0.0469,0.5027
Layer 6,6,0.5479,0.0399,0.54
Layer 7,7,0.5938,0.0437,0.5848
Layer 8,8,0.5958,0.0481,0.5899
Layer 9,9,0.6104,0.0388,0.6054
Layer 10,10,0.6021,0.0561,0.5996
Layer 11,11,0.6375,0.0647,0.6324
Layer 12,12,0.6792,0.0508,0.6774
Layer 13,13,0.6896,0.0369,0.6899
Layer 14,14,0.6646,0.0549,0.6584
Layer 15,15,0.6375,0.0481,0.6375
Layer 16,16,0.6688,0.0357,0.6628
Layer 17,17,0.6625,0.058,0.657
Layer 18,18,0.6375,0.0319,0.6306
Layer 19,19,0.6292,0.043,0.6237
Layer 20,20,0.5812,0.063,0.5755
Layer 21,21,0.5896,0.0557,0.5878
Layer 22,22,0.5375,0.0388,0.5334
Layer 23,23,0.4708,0.0275,0.4719
Layer 24,24,0.3854,0.0432,0.3811
